CreateTime,Sender,StrContent,Type,Topic,Emotion,DayType
2024-10-12 19:03:01,Partner A,"wait don't buy milk, we still have some",text,food,logistics,weekend
2024-10-12 19:09:05,Partner B,i'll handle it,text,family,logistics,weekend
2024-10-12 19:10:11,Partner A,not funny,text,food,logistics,weekend
2024-10-12 19:12:27,Partner B,i'll check i saved you some,text,food,logistics,weekend
2024-10-12 19:14:03,Partner B,don't worry about it,text,money,logistics,weekend
2024-10-12 19:15:02,Partner B,i'll clean it tonight,text,chores,logistics,weekend
2024-10-12 19:22:05,Partner B,i'll check the weather,text,plans,logistics,weekend
2024-10-12 19:30:10,Partner B,i'll check the weather,text,plans,logistics,weekend
2024-10-12 19:37:13,Partner A,i can leave at seven,text,plans,logistics,weekend
2024-10-12 19:38:03,Partner B,"we're okay, i don't want this to sit overnight",text,repair,repairing,weekend
2024-10-12 19:54:08,Partner B,you need rest,text,sleep,logistics,weekend
2024-10-12 19:58:09,Partner A,lol,text,sleep,logistics,weekend
2024-10-12 22:13:11,Partner B,ok dishwasher is running,text,chores,logistics,weekend
2024-10-12 22:14:03,Partner B,i'll check the weather,text,plans,logistics,weekend
2024-10-12 22:16:10,Partner B,[sticker],sticker,affection,warm,weekend
2024-10-12 22:20:05,Partner A,we need paper towels,text,chores,logistics,weekend
2024-10-12 22:23:09,Partner B,alarm set,text,sleep,logistics,weekend
2024-10-12 22:24:05,Partner B,goodnight,text,affection,warm,weekend
2024-10-12 22:27:06,Partner B,one sec can we talk later when i can actually focus,text,conflict,frustrated,weekend
2024-10-12 22:30:06,Partner B,ok,text,work,logistics,weekend
2024-10-12 22:33:05,Partner B,sleep soon,text,money,logistics,weekend
2024-10-12 22:47:12,Partner A,are you sleeping,text,chores,logistics,weekend
2024-10-12 22:52:02,Partner A,look,text,plans,logistics,weekend
2024-10-12 22:54:08,Partner B,dishwasher is running,text,chores,logistics,weekend
2024-10-12 23:02:10,Partner B,saw it,text,commute,logistics,weekend
2024-10-12 23:02:24,Partner B,my bad i can move it to sunday,text,plans,logistics,weekend
2024-10-12 23:16:09,Partner B,rent went through,text,chores,logistics,weekend
2024-10-12 23:17:01,Partner A,arrived,text,chores,logistics,weekend
2024-10-12 23:17:07,Partner A,lol can you take the package?,text,chores,logistics,weekend
2024-10-12 23:24:06,Partner B,sleep soon,text,chores,logistics,weekend
2024-10-12 23:25:09,Partner B,got the transfer?,text,money,logistics,weekend
2024-10-12 23:37:00,Partner A,arrived,text,food,logistics,weekend
2024-10-12 23:37:06,Partner A,are you sleeping,text,sleep,logistics,weekend
2024-10-12 23:47:49,Partner B,meeting,text,repair,repairing,weekend
2024-10-12 23:53:03,Partner A,send me the address again,text,commute,logistics,weekend
2024-10-12 23:56:26,Partner A,are you sleeping,text,chores,logistics,weekend
2024-10-12 23:58:06,Partner A,you looked cute today,text,affection,warm,weekend
2024-10-13 00:09:07,Partner A,where are you,text,repair,repairing,weekend
2024-10-13 00:19:25,Partner B,i'll clean it tonight,text,chores,logistics,weekend
2024-10-13 00:28:05,Partner B,eat first,text,plans,logistics,weekend
2024-10-13 00:29:35,Partner B,send me half later,text,money,logistics,weekend
2024-10-13 00:37:00,Partner A,not funny,text,chores,logistics,weekend
2024-10-13 00:50:06,Partner A,[transfer $8.50],transfer,money,logistics,weekend
2024-10-13 00:56:31,Partner B,meeting,text,chores,logistics,weekend
2024-10-13 00:57:12,Partner A,we need paper towels,text,chores,logistics,weekend
2024-10-13 00:59:12,Partner B,sleep soon,text,chores,logistics,weekend
2024-10-13 08:03:05,Partner B,sleep first,text,sleep,tense then repair,conflict
2024-10-13 08:10:06,Partner B,on my way,text,repair,repairing,conflict
2024-10-13 08:12:02,Partner B,my bad,text,conflict,frustrated,conflict
2024-10-13 08:17:00,Partner B,ok,text,work,tense then repair,conflict
2024-10-13 08:18:03,Partner A,awake?,text,repair,repairing,conflict
2024-10-13 08:20:06,Partner A,awake?,text,work,tense then repair,conflict
2024-10-13 08:20:08,Partner A,i bought coffee already,text,food,tense then repair,conflict
2024-10-13 08:21:07,Partner B,ok i should have texted before disappearing,text,conflict,frustrated,conflict
2024-10-13 08:24:07,Partner A,nooo,text,conflict,frustrated,conflict
2024-10-13 08:25:00,Partner B,meeting,text,plans,tense then repair,conflict
2024-10-13 08:41:02,Partner B,send me half later,text,money,tense then repair,conflict
2024-10-13 08:47:07,Partner A,wait you always say one sec,text,conflict,frustrated,conflict
2024-10-13 08:57:03,Partner A,tired,text,repair,repairing,conflict
2024-10-13 09:04:30,Partner B,next time i'll say it earlier instead of vanishing?,text,repair,repairing,conflict
2024-10-13 12:00:10,Partner B,"i'll check i care, i'm just bad at texting during work",text,repair,repairing,conflict
2024-10-13 12:06:12,Partner A,trash day is tomorrow,text,chores,tense then repair,conflict
2024-10-13 12:11:12,Partner A,where are you,text,sleep,tense then repair,conflict
2024-10-13 12:24:04,Partner A,i'm downstairs,text,commute,tense then repair,conflict
2024-10-13 12:27:00,Partner A,i swear call me for two minutes,text,sleep,tense then repair,conflict
2024-10-13 12:29:07,Partner B,eat first,text,conflict,frustrated,conflict
2024-10-13 12:38:12,Partner A,lol i'm sorry for snapping,text,repair,repairing,conflict
2024-10-13 12:38:12,Partner A,not funny,text,conflict,frustrated,conflict
2024-10-13 12:40:02,Partner A,lol,text,repair,repairing,conflict
2024-10-13 12:42:00,Partner A,not funny,text,conflict,frustrated,conflict
2024-10-13 12:52:11,Partner A,i was waiting,text,conflict,frustrated,conflict
2024-10-13 12:52:12,Partner A,what are we eating,text,food,tense then repair,conflict
2024-10-13 12:52:45,Partner A,i can leave at seven?,text,plans,tense then repair,conflict
2024-10-13 12:59:00,Partner A,lol,text,conflict,frustrated,conflict
2024-10-13 13:06:11,Partner A,miss you,text,sleep,tense then repair,conflict
2024-10-13 13:09:05,Partner B,"i know, sorry, i should have sent one message",text,sleep,tense then repair,conflict
2024-10-13 13:15:00,Partner B,meeting ran over and i handled it badly,text,repair,repairing,conflict
2024-10-13 13:17:02,Partner B,"i know, sorry, i should have sent one message",text,conflict,frustrated,conflict
2024-10-13 17:04:10,Partner A,?,text,conflict,frustrated,conflict
2024-10-13 17:08:07,Partner A,eat what,text,conflict,frustrated,conflict
2024-10-13 17:18:01,Partner B,ok i should have texted before disappearing?,text,conflict,frustrated,conflict
2024-10-13 17:19:12,Partner B,"i know, sorry, i should have sent one message?",text,conflict,frustrated,conflict
2024-10-13 17:23:03,Partner A,eat what,text,repair,repairing,conflict
2024-10-13 17:34:05,Partner A,you looked cute today,text,affection,warm,conflict
2024-10-13 17:39:12,Partner A,i missed the bus,text,commute,tense then repair,conflict
2024-10-13 17:41:03,Partner A,wait,text,plans,tense then repair,conflict
2024-10-13 17:41:06,Partner B,i paid already?,text,money,tense then repair,conflict
2024-10-13 17:47:05,Partner A,?,text,plans,tense then repair,conflict
2024-10-13 17:48:06,Partner A,wait,text,work,tense then repair,conflict
2024-10-13 17:49:07,Partner A,message deleted,deleted,conflict,frustrated,conflict
2024-10-13 17:51:05,Partner A,presentation is finally done,text,work,tense then repair,conflict
2024-10-13 17:55:03,Partner A,wait,text,plans,tense then repair,conflict
2024-10-13 18:06:00,Partner A,wait,text,plans,tense then repair,conflict
2024-10-13 18:06:01,Partner A,nooo,text,repair,repairing,conflict
2024-10-13 18:12:06,Partner B,ok,text,food,tense then repair,conflict
2024-10-13 18:13:07,Partner B,"not trying to dismiss you, i was overloaded",text,repair,repairing,conflict
2024-10-13 18:19:00,Partner A,wait,text,money,tense then repair,conflict
2024-10-13 18:23:08,Partner A,that felt bad?,text,conflict,frustrated,conflict
2024-10-13 18:27:00,Partner B,don't get another iced drink?,text,food,tense then repair,conflict
2024-10-13 18:27:32,Partner A,look,text,money,tense then repair,conflict
2024-10-13 18:32:11,Partner A,not funny,text,conflict,frustrated,conflict
2024-10-13 18:45:09,Partner A,today is so stupid,text,work,tense then repair,conflict
2024-10-13 18:57:00,Partner A,look,text,commute,tense then repair,conflict
2024-10-13 21:01:30,Partner A,not funny,text,chores,tense then repair,conflict
2024-10-13 21:04:11,Partner A,i don't want to fight,text,repair,repairing,conflict
2024-10-13 21:07:04,Partner B,can we talk later when i can actually focus,text,conflict,frustrated,conflict
2024-10-13 21:11:00,Partner A,?,text,work,tense then repair,conflict
2024-10-13 21:11:05,Partner B,i should have texted before disappearing,text,conflict,frustrated,conflict
2024-10-13 21:13:03,Partner B,alarm set,text,sleep,tense then repair,conflict
2024-10-13 21:16:33,Partner B,"i'm sorry too, next time i'll say it earlier",text,repair,repairing,conflict
2024-10-13 21:19:12,Partner A,omg,text,sleep,tense then repair,conflict
2024-10-13 21:23:07,Partner A,where are you,text,conflict,frustrated,conflict
2024-10-13 21:27:06,Partner A,[voice 36s],voice,conflict,frustrated,conflict
2024-10-13 21:32:04,Partner A,i'm sorry for snapping?,text,repair,repairing,conflict
2024-10-13 21:32:05,Partner A,you disappeared again,text,sleep,tense then repair,conflict
2024-10-13 21:32:05,Partner A,arrived,text,chores,tense then repair,conflict
2024-10-13 21:38:48,Partner A,arrived,text,food,tense then repair,conflict
2024-10-13 21:40:44,Partner B,my bad send me half later,text,money,tense then repair,conflict
2024-10-13 21:46:00,Partner A,why didn't you say anything,text,conflict,frustrated,conflict
2024-10-13 21:47:02,Partner A,fine,text,repair,repairing,conflict
2024-10-13 21:47:05,Partner B,goodnight,text,sleep,tense then repair,conflict
2024-10-13 21:54:10,Partner B,"not trying to dismiss you, i was overloaded",text,repair,repairing,conflict
2024-10-13 22:01:02,Partner A,not funny,text,conflict,frustrated,conflict
2024-10-13 22:04:03,Partner A,[image],image,food,tense then repair,conflict
2024-10-13 22:07:11,Partner A,[voice 12s],voice,conflict,frustrated,conflict
2024-10-13 22:08:05,Partner B,one sec dishwasher is running,text,chores,tense then repair,conflict
2024-10-13 22:12:05,Partner A,i don't want to guess,text,conflict,frustrated,conflict
2024-10-13 22:18:11,Partner A,that felt bad,text,conflict,frustrated,conflict
2024-10-13 22:19:00,Partner A,why didn't you say anything,text,repair,repairing,conflict
2024-10-13 22:26:00,Partner A,i bought coffee already?,text,food,tense then repair,conflict
2024-10-13 22:28:02,Partner A,miss you,text,repair,repairing,conflict
2024-10-13 22:31:12,Partner B,heading out i paid already,text,money,tense then repair,conflict
2024-10-13 22:39:03,Partner A,arrived,text,conflict,frustrated,conflict
2024-10-13 22:39:07,Partner B,"my bad i hear you, i'm not trying to make excuses",text,conflict,frustrated,conflict
2024-10-13 22:40:01,Partner B,"i wasn't ignoring you, but i get why it felt like that",text,conflict,frustrated,conflict
2024-10-13 22:50:00,Partner A,i need to complain for five minutes?,text,work,tense then repair,conflict
2024-10-13 22:51:12,Partner B,"i wasn't ignoring you, but i get why it felt like that",text,conflict,frustrated,conflict
2024-10-13 22:59:01,Partner A,i don't want to fight,text,repair,repairing,conflict
2024-10-13 23:03:04,Partner A,nooo,text,conflict,frustrated,conflict
2024-10-13 23:07:00,Partner B,can we talk later when i can actually focus,text,conflict,frustrated,conflict
2024-10-13 23:17:10,Partner A,[image],image,food,tense then repair,conflict
2024-10-13 23:27:00,Partner B,got it,text,conflict,frustrated,conflict
2024-10-13 23:27:06,Partner A,come home safe,text,repair,repairing,conflict
2024-10-13 23:29:10,Partner B,i should have texted before disappearing,text,conflict,frustrated,conflict
2024-10-13 23:31:10,Partner A,fine,text,sleep,tense then repair,conflict
2024-10-13 23:34:47,Partner A,are you sleeping,text,conflict,frustrated,conflict
2024-10-13 23:37:08,Partner A,are you sleeping,text,conflict,frustrated,conflict
2024-10-13 23:37:08,Partner A,i was waiting,text,conflict,frustrated,conflict
2024-10-13 23:39:07,Partner A,i'm sorry for snapping,text,repair,repairing,conflict
2024-10-13 23:41:07,Partner A,nooo,text,repair,repairing,conflict
2024-10-13 23:46:03,Partner A,are you sleeping,text,repair,repairing,conflict
2024-10-13 23:50:03,Partner B,i can cook eggs?,text,food,tense then repair,conflict
2024-10-14 00:03:09,Partner A,arrived,text,plans,tense then repair,conflict
2024-10-14 00:06:01,Partner A,i don't want to guess,text,conflict,frustrated,conflict
2024-10-14 00:15:12,Partner B,let's do the later show,text,plans,tense then repair,conflict
2024-10-14 00:22:05,Partner A,message deleted,deleted,conflict,frustrated,conflict
2024-10-14 00:24:09,Partner B,i ordered delivery,text,food,tense then repair,conflict
2024-10-14 00:24:11,Partner A,fine,text,conflict,frustrated,conflict
2024-10-14 00:25:04,Partner B,on my way,text,conflict,frustrated,conflict
2024-10-14 00:38:00,Partner A,"okay, i understand now",text,repair,repairing,conflict
2024-10-14 00:38:02,Partner A,are you sleeping,text,commute,tense then repair,conflict
2024-10-14 00:42:02,Partner B,sleep soon,text,conflict,frustrated,conflict
2024-10-14 00:43:07,Partner A,eat what,text,work,tense then repair,conflict
2024-10-14 00:47:11,Partner B,meeting,text,money,tense then repair,conflict
2024-10-14 00:51:11,Partner A,nooo,text,conflict,frustrated,conflict
2024-10-14 01:05:08,Partner A,are you sleeping,text,food,tense then repair,conflict
2024-10-14 01:06:11,Partner A,eat what,text,money,tense then repair,conflict
2024-10-14 01:15:20,Partner A,that felt bad?,text,conflict,frustrated,conflict
2024-10-14 01:18:09,Partner A,where are you,text,plans,tense then repair,conflict
2024-10-14 01:22:06,Partner B,sleep soon,text,repair,repairing,conflict
2024-10-14 01:22:08,Partner A,are you sleeping,text,repair,repairing,conflict
2024-10-14 01:24:10,Partner B,i like our life?,text,affection,warm,conflict
2024-10-14 01:30:03,Partner A,are you sleeping,text,conflict,frustrated,conflict
2024-10-14 01:34:07,Partner B,don't rush don't get another iced drink,text,food,tense then repair,conflict
2024-10-14 08:06:05,Partner A,ah,text,sleep,flat,normal
2024-10-14 08:19:06,Partner A,awake?,text,food,flat,normal
2024-10-14 08:32:09,Partner A,i need to complain for five minutes,text,work,flat,normal
2024-10-14 09:14:12,Partner B,close your laptop,text,sleep,flat,normal
2024-10-14 12:01:08,Partner A,miss you,text,plans,flat,normal
2024-10-14 12:04:02,Partner B,don't get another iced drink,text,food,flat,normal
2024-10-14 12:08:10,Partner B,dishwasher is running,text,chores,flat,normal
2024-10-14 12:08:11,Partner B,don't get another iced drink,text,food,flat,normal
2024-10-14 12:10:01,Partner A,i can leave at seven?,text,plans,flat,normal
2024-10-14 12:15:06,Partner A,not funny,text,work,flat,normal
2024-10-14 12:21:04,Partner B,i can cook eggs?,text,food,flat,normal
2024-10-14 12:26:12,Partner B,meeting,text,work,flat,normal
2024-10-14 12:42:50,Partner B,sleep first,text,sleep,flat,normal
2024-10-14 12:46:05,Partner A,nooo,text,work,flat,normal
2024-10-14 12:54:03,Partner B,got it,text,commute,flat,normal
2024-10-14 13:01:11,Partner B,i'm on line 2 and the train is crawling,text,commute,flat,normal
2024-10-14 13:08:31,Partner A,look,text,commute,flat,normal
2024-10-14 13:28:04,Partner B,i saved you some,text,food,flat,normal
2024-10-14 13:28:10,Partner A,don't let me nap,text,sleep,flat,normal
2024-10-14 18:04:09,Partner A,wait,text,commute,flat,normal
2024-10-14 18:12:06,Partner A,where are you,text,food,flat,normal
2024-10-14 18:22:05,Partner A,look,text,food,flat,normal
2024-10-14 18:24:01,Partner A,miss you,text,money,flat,normal
2024-10-14 18:26:09,Partner A,i might be late after work,text,work,flat,normal
2024-10-14 18:30:03,Partner A,i just needed you to tell me?,text,repair,repairing,normal
2024-10-14 18:39:09,Partner A,eat what,text,work,flat,normal
2024-10-14 18:39:12,Partner A,ah,text,conflict,frustrated,normal
2024-10-14 18:52:08,Partner A,send me the address again?,text,commute,flat,normal
2024-10-14 18:53:08,Partner A,split this one?,text,money,flat,normal
2024-10-14 18:55:01,Partner B,one sec i ordered delivery,text,food,flat,normal
2024-10-14 18:57:37,Partner B,my bad i ordered delivery,text,food,flat,normal
2024-10-14 19:03:55,Partner B,alarm set?,text,sleep,flat,normal
2024-10-14 19:06:01,Partner A,are we still going tomorrow,text,plans,flat,normal
2024-10-14 19:07:10,Partner A,arrived,text,food,flat,normal
2024-10-14 19:12:00,Partner B,ten minutes if traffic behaves,text,commute,flat,normal
